CC1=CC=C(C=C1)C=NC2=CC=C(C=C2)F
C1=CC=C(C=C1)COC2=C(C=C(C=C2)F)F
C1=CC=C(C=C1)C#CC2=CC=CC=C2C#N
C1CC2=CC=CC=C2CCC3=CC=CC=C31
[2H]C1(SCCCS1)CC2SCCCS2
C1=CC=C(C=C1)SCC2=CC=C(C=C2)Br
C1=CC=C(C=C1)COC2=C(C(=CC=C2)F)F
C1=CC=C(C=C1)COC2=NC=C(C=C2)CCl
C1CSC(SC1)CCC2SCCCS2
C1=CC=C(C=C1)C(C(C2=CC=CC=C2)(F)F)(F)F
C1=CC(=CC(=C1)F)CC(=O)C2=CC=C(C=C2)I
C1=CC=C(C=C1)C#CC2=CC=CS2
C1=CC(=CC(=C1)F)CC(=O)C2=CC=C(C=C2)Br
C1CC(CC=C1)OC(=O)C2=CC=CC=C2
C1=CC=C(C=C1)C(C(=O)C2=CC=C(C=C2)F)Cl
CC1=CC2=C(C=C1)OC(=N2)C3=CC(=CC=C3)Cl
C1=CC=C(C=C1)CSC2=CC=C(C=C2)Cl
C1=CC=C(C=C1)CNC2=CC=CC=C2Cl
C1C[C@H]([C@@H]1C2=CC=CC=C2)C3=CC=CC=C3
CC1=CC(=CC=C1)OC(=O)C2=CC=CC=C2
C/C(=C\C1=CC=CC=C1)/C2=CC=CC=C2
CCC(CC1=CC=CC=C1)C2=CC=CC=C2
C1=CC(=CC=C1CC(=O)C2=CC=C(C=C2)Br)F
CN(C1=CC=CC=C1)C(=O)C2=CC=C(C=C2)Cl
C1=CC(=CC(=C1)F)CSC2=NC=CC(=C2)Cl
C1CC2=CC=CC=C2CC1C3=CC=CC=C3
CC1=CC(=CC=C1)OCC2=CC=CC=C2
C1=CC(=CC=C1C(=O)OC2=CC=C(C=C2)F)Cl
CC1=C(C=C(C=C1)N=CC2=CC=C(C=C2)F)C
C1=CC=C(C=C1)CC2C=CC3=CC=CC=C23
C1=CC=C(C=C1)C(=O)SC2=CC=CC=C2
C1=CC=C(C(=C1)NC(=O)C2=CC(=CC=C2)Cl)F
CC1=CC(=CC(=C1)F)C(=O)OCC2=CC=CC=C2
CC1=CC(=CC=C1)N=CC2=CC=CC=C2
CC1=CC=CC=C1CCC2=CC=CC=C2C
C1=CC=C(C=C1)C(=O)CC2=CC(=CC=C2)Cl
CC1=CC(=CC=C1)SCC2=CC=CC=C2
CC1=CC=C(C=C1)SCC2=CC=CC=C2
C1=CC=C(C=C1)C#CC2=CC=CC=C2Br
C1=CC(=CC(=C1)Cl)CC(=O)C2=CC=C(C=C2)Cl
C1=CC=C(C=C1)COC2=CC(=C(C=C2)F)F
CC1=CC=CC=C1OC(=O)C2CCCCC2
CC1=CC=C(C=C1)OC(=O)OC2=CC=C(C=C2)C
C1=CC=C(C(=C1)C(=O)NC2=CC=CC=C2Cl)F
CC1=CC=CC=C1C(=O)OC2=CC=CC=C2
C1=CC=C(C=C1)C#CC2=CC=C(C=C2)F
C1=CC=C(C=C1)C#CC2=CC(=CC=C2)C#N
C1=CC=C(C=C1)CCC2=CC=C(C=C2)N=O
C1=CC=C(C=C1)CSC2=CSC=C2
C1=CC=C(C(=C1)C2C(O2)C3=CC=CC=C3Cl)Cl
CC1=CC2=C(C=C1)OC(=N2)C3=CC=CC=C3Cl
C1=CC(=CC(=C1)Cl)NC(=O)C2=CC=C(C=C2)F
C1=CC=C(C(=C1)C=NC2=CC=C(C=C2)F)Cl
C1=CC=C(C(=C1)CSC2=NC=CC(=C2)Cl)Cl
C1=CC(=CC(=C1)Cl)CSC2=NC=CC(=C2)Cl
C1=CC(=CC=C1CSC2=NC=CC(=C2)Cl)Cl
C1=CC(=CC=C1CSC2=NC=CC(=C2)Cl)F
C1=CC=C(C=C1)COC2=CN=NC(=C2Cl)Cl
C1=CC=C(C=C1)CC(C2=CC=CC=C2)Cl
CC1=CC(=CC=C1)C(=O)OC2CCCCC2
C1=CC=C(C=C1)C/C=C/C2=CC=CC=C2
C1CCC(CC1)CSC2=NC=CC(=C2)Cl
CC1=NC2=C(O1)C=C(C=C2)C3=CC=CC=C3
C1CC(CC=C1)/C=C/C2CCC=CC2
C1CCC(CC1)COC2=CN=NC(=C2Cl)Cl
CC1=C(C=C(C=C1)C(=O)CC2=CC=CC=C2)C
CC1=CC(=CC(=C1)C2=NC3=CC=CC=C3O2)C
C1=CC=C(C=C1)C2=CC3=CC=CC=CC3=C2
C1=CC=C(C(=C1)COC2=NC=CC(=C2)Cl)Cl
C1=CC(=CC(=C1)Cl)COC2=NC=CC(=C2)Cl
C1CCC(C1)COC2=CN=NC(=C2Cl)Cl
C1=CC(=CC(=C1)Cl)C(=O)NC2=CC(=CC=C2)Cl
CC1=CC2=C(C=C1)OC(=N2)C3=CC=CC=C3F
C1=CC=C(C=C1)/C=C/C2=CC(=CC=C2)Br
C1CC=CC(C1)OC(=O)C2=CC=CC=C2
C1=CSC(=C1)/C=C/C2=CC=CS2
COC1=CC=C(C=C1)SCC2=CC=CC=C2
C1=CC(=CC=C1COC2=NC=CC(=C2)Cl)Cl
CC1CCC2=C1C=CC(=C2)C3=CC=CC=C3
CC(C1=CC=CC=C1)OC(C)C2=CC=CC=C2
CC1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)Cl
C1=CC=C(C=C1)/C=C/C2=CC=CS2
[C-]#[N+]C1=CC=CC=C1OCC2=CC=CC=C2
CC1(CCCCC1)OC(=O)C2CC3CC2C=C3
CON1C2=CC=CC=C2C=C1C3=CC=CC=C3
CC1=C(C(=CC=C1)C)OC(=O)C2=CC=CC=C2
C1=CC=C(C(=C1)NC(=O)C2=CC(=CC=C2)Cl)Cl
C1=CC=C(C=C1)COC2=CC=CC=C2C(F)F
CC1=CC=CC=C1N=CC2=CC=CC=C2
CC1=CC=CC=C1OC(=O)C2=CC=C(C=C2)Cl
CC1=CC=C(C=C1)C(=O)OC2=CC=CC=C2C
CC1=CC=C(C=C1)C(=O)OC2=CC=CC=C2Cl
C1=CC=C(C=C1)C=NC2=CC=C(C=C2)Cl
C1=CC(=CC=C1/C=C/C2=CC=C(C=C2)C=O)C=O
COC1=CC=CC(=C1)C#CC2=CC=CC=C2
CC1CCC(CC1)C(=O)OC2=CC=CC=C2
CC1=CC=C(C=C1)C(=O)CC2=CC=C(C=C2)Br
CC1=CC=C(C=C1)OC(=O)C2CCCCC2
C1=CC=C(C=C1)C(=O)OC2=CC=C(C=C2)F
CC1=CC=CC=C1C(=O)OC2CCCCC2
CC1=CC=CC=C1C(=O)OCC2=CC=CC=C2
C1=CC(=CC=C1CC(=O)C2=CC=C(C=C2)Cl)Cl
CC1=CC(=CC=C1)C2=NC3=CC=CC=C3O2
C1=CC=C(C(=C1)C2=NC3=CC=CC=C3O2)Cl
C1=CC=C(C(=C1)NC(=O)C2=CC(=CC=C2)F)Cl
CN(C1=CC=CC=C1)C(=S)C2=CC=CC=C2
C1=CC=C2C(=C1)N=C(O2)C3=CC(=CC=C3)F
CC1=CC=C(C=C1)CC(=O)C2=CC=C(C=C2)C
CC1=CC=CC=C1C#CC2=CC=CC=C2
C1=CC(=CC=C1C(CC2=C(C=C(C=C2)Cl)Cl)N)F
CC1=CC=C(C=C1)S(=O)NC2=CC=CC=C2
C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2S
COC1=CC=C(C=C1)CCC2=CC=CC=C2
C1C(SC1C2=CC=CC=C2)C3=CC=CC=C3
CC1=CC=CC=C1C2=NC3=C(O2)C=CC(=C3)Cl
C1=CC=C(C=C1)C(=S)NC2=CC=C(C=C2)Cl
CC1=CC=C(C=C1)C2=NC3=C(O2)C=CC(=C3)Cl
C1=CC=C(C=C1)C(=O)C(C2=CC=CC=C2)(Cl)Cl
CN(C1=CC=CC=C1)C(=O)C2=CC(=CC=C2)Cl
C1=CC=C(C=C1)/C=C/C2=CSC=C2
C1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)N=O
CC1=CC2=C(C=C1)N=C(O2)C3=CC=CC=C3
C1=CC=C(C=C1)CCC2=CC=C(C=C2)F
C1=CC=C(C=C1)C#CC2=CSC=C2
C1=CC=C(C(=C1)C(=O)CC2=CC=C(C=C2)F)Cl
C1=CC=C(C=C1)CCC2=CC=CC=C2C#N
C1=CC=C2C(=C1)N=C(O2)C3=CC(=CC=C3)Cl
C1=CC=C(C=C1)CC(C2=CC=CC=C2)(F)F
C1=CC=C(C=C1)C(=O)OC2=CC=CS2
CC1=CC=CC=C1NC(=O)C2=CC(=CC=C2)Cl
C1CSC(S1)/C=C/C2=CC=CC=C2
CC1=C(C=CC(=C1)OC(=O)C2=CC=CC=C2)Cl
C=C(C1=CC=CC=C1)N2C3=CC=CC=C3N=N2
C1=CC=C(C=C1)N=CC2=CC=C(C=C2)Cl
CC1=CC=C(C=C1)N=CC2=CC=C(C=C2)Cl
COC1=CC=C(C=C1)/C=C/C2=CC=CC=C2F
CC1=CC(=CC=C1)OC(=O)C2CCCCC2
C1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)F
C1=CC=C(C=C1)SCC2=CC=C(C=C2)Cl
C1=CC=C(C=C1)C#CC2=CC(=CC=C2)F
CC1=CC=C(C=C1)C2=NC3=C(O2)C=CC(=C3)C
COC1=CC=C(C=C1)CSC2=CC=CC=C2
C1=CC=C(C=C1)/C=C(\C#N)/C2=CC=C(C=C2)F
C1=CC=C2C=C(C=CC2=C1)C3=CSN=N3
CC1=CC(=CC=C1)C(=O)NC2=CC=CC(=C2)C
CC1=CC(=CC=C1)C(=O)NC2=CC(=CC=C2)Cl
CC1=CC(=CC=C1)NC(=O)C2=CC(=C(C=C2)Cl)Cl
C1=CC=C(C=C1)CC(=O)C2=CC(=CC(=C2)Cl)F
C1=CC=C(C=C1)CCC2=CC=C(C=C2)C=O
C1C(N1C2=CC=CC=C2)C3=CC=CC=C3
CC1=CC=C(C=C1)OC(=O)C2=CC=CC(=C2)C
CC1=CC=C(C=C1)C=NC2=CC=CC=C2
CC1=CC=C(C=C1)C(=O)OC2=CC=C(C=C2)Cl
C1=CC=C(C=C1)COC2=C(C(C2(F)F)(F)F)Cl
C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2F
C1=CC=C(C=C1)COC2=C(C=CC(=C2)F)F
CC1=CC(=CC(=C1)OC(=O)C2=CC=CC=C2)C
C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2Cl
CC1=C(C(=CC=C1)OC(=O)C2=CC=CC=C2)C
C1=CC=C(C=C1)OC(=O)C2=CC(=CC=C2)Cl
CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)Cl
C1=CC=C(C=C1)C2=CC3=CN=NC=C3C=C2
CC1=C(C=CC(=C1)OCC2=CC=CC=C2)Cl
C1CC(=CC2=CC=CC=C21)C3=CC=CC=C3
CC1=CC(=CC=C1)N(C(=O)C2=CC=C(C=C2)Cl)O
CC1=CC(=CC=C1)NC(=O)C2=CC=C(C=C2)F
C1=CC(=CC(=C1)F)C(=O)NC2=CC(=CC=C2)Cl
CC1=CC(=CC=C1)C2=NC3=C(O2)C=CC(=C3)Cl
C1=CC=C(C=C1)CC(=O)C2=CC(=C(C=C2)Cl)F
C1=CC=C(C=C1)C#CC2=CC(=CC=C2)Br
C1CCC(CC1)SC2CCCCC2
CC1=CC=C(C=C1)SC(=O)C2=CC=CC=C2
C1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\F)/F
C1=CC=C(C=C1)CC(C2=CC=CC=C2)Br
CC1=CC=C(C=C1)COC2=CC=CC=C2
C1=CC=C(C=C1)/C=C/2\C=CC3=CC=CC=C32
C1=CC=C(C=C1)CCC2=CC(=CC=C2)C#N
CN(CC1CCCCC1)C2=CC=CC=C2
C1CSCC1OC(=O)C2=C(C=C(C=C2)Cl)Cl
C1=CC=C(C=C1)/C=C(\C#N)/C2=CC=CC=C2
CC1=CC=C(C=C1)C(=O)CC2=CC=C(C=C2)F
C1CCN(CC1)C(=S)SN2CCCCC2
CC1=CC=C(C=C1)OC(=O)C2=CC(=CC=C2)Cl
CC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C
C1=CC=C(C=C1)/C=C/C2=CC=CO2
CC1=C(C(=CC=C1)OC(=O)C2CCCCC2)C
C1CCC(CC1)NC(=S)C2=CC=CC=C2
C1=CC=C(C(=C1)C(=O)OC2=CC=C(C=C2)F)Cl
C1CC(CC=C1)C(=O)OCC2=CC=CC=C2
CN(SC1=CC=CC=C1)SC2=CC=CC=C2
CC1=CC=CC=C1OOC2=CC=CC=C2C
C1CCC(=CC1)CCC2=CC=CC=C2
C1=CC=C(C=C1)NC(=S)C2=CC=C(C=C2)Cl
CC1=CC(=C(C=C1)C)OC(=O)C2=CC=CC=C2
C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)F
C1=CC=C2C(=C1)N=C(O2)C3=CC=C(C=C3)F
C1=CC=C(C=C1)C(=O)OCC2=CC=CC=C2Cl
CC1=C(C=C(C=C1)OC(=O)C2=CC=CC=C2)C
CC1=CC(=CC=C1)C(=O)OC2=CC=CC=C2
C1=CC=C(C=C1)SC(=O)C2=CC=C(C=C2)Cl
C1=CC=C(C=C1)C=NC2=CC=C(C=C2)F
C1=CC=C(C=C1)C(=O)SC2=CC=C(C=C2)Cl
C1=CC=C(C=C1)OCC2=CC=C(C=C2)Cl
C1=CC=C(C=C1)C(C(C2=CC=CC=C2)F)F
CC1=CC=C(C=C1)C#CC2=CC=CS2
CC1=CC=C(C=C1)C#CC2=CC=CC=N2
CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)F
CC1=CC(=C(C(=C1)C)CC(=O)C2=CC=CC=C2)C
CC1=CC=CC=C1C2=NC3=CC=CC=C3O2
CN(C1=CC=CC=C1)C(=O)C2=C(C=C(C=C2)Cl)Cl
CC1=CC=C(C=C1)/C=C/C2=CC=CS2
CC1=CC=CC=C1C#CC2=CC=CC=C2C
C1C2=CC=CC=C2C=C1C3=CC=CS3
C1=CC=C2C=C(C=CC2=C1)C3=CC=CC=C3F
CC1=C(C(=NC=C1)OCC2=CC=CC=C2)Br
C1=CC=C(C=C1)SS(=O)C2=CC=CC=C2
CC1=C(C=CC(=C1)Cl)OC(=O)C2=CC=CC=C2Cl
C1=CC=C(C=C1)C2=NC3=C(O2)C=CC(=C3)Cl
CC1=CC=CC=C1C(=S)NC2=CC=CC=C2
CC1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)F
CC1=NC(=CS1)CSC2=CC=C(C=C2)Br
C1=CC=C(C=C1)/C=C/C2=CC(=CC=C2)F
C1=CC=C(C=C1)C2=NC3=C(O2)C=C(C=C3)Cl
CC1=CC=CC=C1OC(=O)C2=CC(=CC=C2)Cl
CC1=CC=CC=C1C(=O)OC2=CC=CC=C2C
C1=CC=C(C=C1)/C(=C/C2=CC=CS2)/C#N
C1=CC(=CC=C1CSC2=CC=C(C=C2)Cl)F
CC1=CC(=CN=C1OCC2=CC=CC=C2)I
CC1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)CCl
C1=CC=C(C=C1)C#CC2=CC=CC=C2Cl
C1=CC=C(C=C1)C(=NC2=CC=CC=C2)C#N
C1=CC=C(C=C1)/C=C/C2=COC=C2
CC1CCCC(C1)OOC2CCCC(C2)C
CC1=CC=C(C=C1)C(=O)OC2CCCCC2
C1=CC=C(C=C1)/C=C/C2=CC(=CC=C2)C#N
C1=CC=C(C=C1)C#CC2=CC=CC=C2I
C1CCC(CC1)OC2=NC3=CC=CC=C3O2
CSC(=NC1=CC=CC=C1)C2=CC=CC=C2
CC1=CC=C(C=C1)C(=S)NC2=CC=CC=C2
CC1=CC=C(C=C1)NC(=S)C2=CC=CC=C2
C1=CC=C(C=C1)C2=NC3=C(O2)C(=CC=C3)Cl
C1=CC=C(C=C1)CSC2=CC(=CC=C2)Br
C1=CC=C(C=C1)/C=C/C2=CC=CC=C2Cl
C1=CC=C(C=C1)COC2=CC=CC=C2Cl
C1=CC=C(C=C1)C(C#N)SC2=CC=CC=C2
C1=CC=C(C=C1)NS(=O)C2=CC=C(C=C2)Cl
CCOC1CC(=C1C#CC2=CC=CC=C2)C
CN(C1=CC=CC=C1)C(=S)C2=CC=C(C=C2)Cl
C1=CC=C(C=C1)COC(=O)C2=CC=C(C=C2)Cl
C1=CC=C(C=C1)OC(=O)C2=CC(=CC=C2)F
C1=CC=C(C=C1)C(C(C2=CC=CC=C2)Cl)Cl
C1=CC=C(C=C1)C=CC2=CC=CS2
C1CCC(C1)SSC2CCCC2
C1=CC=C(C=C1)NSC2=CC=CC=C2
CC1=CC=C(C=C1)C=NC2=CC=C(C=C2)C
CC1=CC(=CC=C1)N(C)CC2=CC=CC=C2
C1=CC=C(C=C1)N=CC2=C(C=CC=C2Cl)Cl
C1=CC=C(C=C1)/C(=C/C2=CC=CC=C2Cl)/C#N
CC1=CC(=C(C=C1)OC(=O)C2=CC=C(C=C2)Cl)C
C1=CC=C(C=C1)CCC2=CC=C(C=C2)C#N
CC1=CC(=C(C=C1)C)OC(=O)C2=CC=CC=C2F
CC1=C(C(=CC=C1)OC(=O)C2=CC=CC=C2C)C
CC1=C(C(=CC=C1)OC(=O)C2=CC=C(C=C2)F)C
C1=CC=C(C=C1)C(=S)NC2=CC(=C(C=C2)Cl)Cl
CC1=CC=C(C=C1)OC(=O)OC2=CC=CC=C2
CC(C1=CC=CC=C1)C(C)C2=CC=CC=C2
C1=CC(=CC=C1C(=O)OC2=CC=C(C=C2)Cl)Cl
C1=CC=C(C=C1)NC(=S)C2=CC=C(C=C2)F
CC1=CC=C(C=C1)NS(=O)C2=CC=CC=C2
CC1=CC(=CC=C1)C(=O)OC2=CC=CC=C2C
COC1=CC=CC=C1C=CC2=CC=CC=C2
CC1=CC=C(C=C1)OC(=O)C2=CC=CS2
CC(=O)C1=CC=C(C=C1)/C=C/C2=CC=CC=C2
CC1=C(C=C(C=C1)F)NC(=O)C2=CC(=CC=C2)F
C=CC1=CC=CC=C1C=CC2=CC=CC=C2
C1=CC=C(C=C1)C2=CC3=C(C=C2)SC=C3
C1=CC=C(C=C1)SCC2=C(C=CC(=C2)F)Br
C1=CC(=CC(=C1)SCC2=CC(=C(C=C2)F)Cl)F
C1=CC(=CC=C1CSC2=CC(=C(C=C2)Cl)F)F
C1CCC(C1)OCC2=C(C=CC(=C2)F)S
C1=CC(=CC(=C1)SCC2=C(C=C(C=C2)F)Cl)F
C1=CSC(=CC=C2SC=CS2)S1
C1=CSC(=C1)C=CC2=CC=CS2
C1=CC=C(C=C1)C(=S)NC2=CC=CC=C2Cl
CC1=C(C=CO1)SSC2CCCCC2
C1=CC=C(C=C1)C(=O)OC2=CC(=CC=C2)Cl
CCOC(=NC1=CC=CC=C1)C2=CC=CC=C2
C#CC1=CC=CC=C1C#CC2=CC=CC=C2
C1=CC=C(C=C1)SCC2=CC=CC=C2Br
C1=CC=C(C(=C1)CSC2=CC=CC(=C2)F)Br
CC1=CC2=C(C=C1)OC(=N2)C3=CC=CS3
CC1=CC=C(C=C1)C(=S)NC2=CC=C(C=C2)C
C1=CC(=CC=C1/C=C/C2=CC=C(C=C2)Cl)N
CC(C1=CC=CC=C1)N(C)C2=CC=CC=C2
CC(=NC1=CC=CC=C1)C2=CC=CS2
C1=CC(=CC(=C1)Cl)OC(=O)C2=CC=C(C=C2)Cl
C1=CC=C(C=C1)OCC2=CC(=CC=C2)Cl
CC1=C(C(=CC=C1)Cl)OCC2=CC=CC=C2
C1=CC=C(C=C1)/C(=C/C2=CC=C(C=C2)Cl)/C#N
C1=CC=C(C=C1)S(=O)CC2=CC=C(C=C2)Cl
CC1=CC(=CC(=C1)C(=O)OC2=CC=CC=C2)C
C1CC2CC1CC2COC(=O)C3=CC=CC=C3
CC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2Cl
C1=CC=C(C(=C1)N=CC2=CC=CS2)S
