C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3
C1C(=O)C2=CC=CC=C2OC1(C#N)C3=CC=CC=C3
CC1=CC2=C(C=C1)OC(CC2=O)C3=CC=C(C=C3)Cl
CC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C(=CC=C3)Cl
C1[C@@H](OC2=CC=CC=C2C1=O)C3=CC(=CC=C3)Cl
COC1C(CC2=CC=CC=C2O1)C3=CC=CC=C3
COC1(CC(=O)C2=CC=CC=C2O1)C3=CC=CC=C3
COC1CC2=CC=CC=C2OC1(C3=CC=CC=C3)OC
CC(=O)OC1(CCC2=CC=CC=C2O1)C3=CC=CC=C3
COC1=CC=CC=C1OCC2=NC3=CC=CC=C3S2
C1CCC(CC1)C2CCC3=CC=CC=C3O2
C1C(=O)C2=CC=CC=C2OC1(C3=CC=CC=C3)Cl
C1=CC=C(C=C1)C(=C=O)C(=N)C2=CC=CC=C2
COC1CC(OC2=CC=CC=C12)C3=CC=CC=C3
C1C(C(OC2=CC=CC=C21)C3=CC=CC=C3)I
CC1C(OC2=CC=CC=C12)C(=O)C3=CC=CC=C3
COC1=CC=C(C=C1)C2CCC3=CC=CC=C3O2
CN(C1CCCCC1)S(=O)(=O)C2=CC=C(C=C2)Cl
COC1(C(CC2=CC=CC=C2O1)C3=CC=CC=C3)OC
C1=CC=C(C=C1)OC2C=CC3=CC=CC=C3O2
C1C(OC2=CC=CC=C2C1Br)C3=CC=CC=C3
C1CCC(CC1)P2(=O)NC3=CC=CC=C3S2
CC1=CC(=CC2=C1OC(N(C2)C)C3=CC=CC=C3)Cl
C1C(OC2=CC=CC=C2O1)C3=CC=CC=C3
C=C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3
COC1=CC=CC=C1C2CCC3=CC=CC=C3O2
C1=CC=C(C=C1)SCC2=NC3=CC=CC=C3S2
CC1=CC=CC=C1S(=O)(=O)CC(C2=CC=CC=C2)Cl
C1CCC2C(C1)CC(C3=CC=CC=C23)(C4=CC=CC=C4)O
C1CCC2CC(CCC2C1)(C3=CC=CC=C3)O
CC1=CC=C(C=C1)OC(=O)C2=NC3=CC=CC=C3C=C2
C1CCC2CC(/C(=N\O)/CC2C1)(C3=CC=CC=C3)O
CC1=CC(=CC=C1)C2CC(=O)C3=CC=CC=C3O2
C1C(OC2=CC=CC=C2C1=O)C3=CC(=CC=C3)F
C1=CC=C(C=C1)OC(=O)C2=NC3=CC=CC=C3S2
COC1CC2=CC=CC=C2OC1C3=CC=CC=C3
COC1(C=CC2=CC=CC=C2O1)C3=CC=CC=C3
COC1=CC2=C(C=C1)OC(CC2=O)(C3=CC=CC=C3)OC
CCOC1(C(C(=O)C2=CC=CC=C2O1)Br)C3=CC=CC=C3
C1C(C2=CC=CC=C2OC1=O)CC3=CC=CC=C3
CC1=C(C2=C(CCC(O2)C3=CC=CC=C3)C(=C1O)C)C
CC1=C2C(=CC=C1)SC(=N2)SNC3CCCCC3
COC1=CC=C(C=C1)[C@H]2C[C@@H](C3=CC=CC=C3O2)Cl
C1[C@@H](OC2=CC=CC=C2[C@H]1Br)C3=CC=CC=C3
CC1=CC(=C2C(=C1)C(=O)CC(O2)C3=CC=CC=C3)C
C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3F
CC1=CC2=C(C=C1)OC(C(C2)I)C3=CC=CC=C3
C1C(OC2=C(C1=O)C=CC(=C2)Cl)C3=CC(=CC=C3)Cl
C1C(OC2=C(C1=O)C=C(C=C2)Cl)C3=CC(=CC=C3)Cl
CC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(C=C3)F
CC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(C=C3)C
C1C(OC2=CC=CC=C2C1=O)C3=C(C=C(C=C3)Cl)Cl
C1C(OC2=CC=CC=C2C1=O)C3=CC(=C(C=C3)Cl)Cl
C1C(OC2=CC=CC=C2C1=O)C3=CC(=CC(=C3)Cl)Cl
C1C(OC2=CC=CC=C2C1=O)C3=C(C=CC(=C3)Cl)Cl
C1C(OC2=CC=CC=C2C1=O)C3=C(C(=CC=C3)Cl)Cl
COC1=CC=C(C=C1)C2(CC(=O)C3=C(O2)C=CC(=C3)OC)OC
CC1=CC(=O)OC2=C1C=CC(=C2)OCC3=CC(=CC=C3)F
C1CC2=CC=CC=C2OC1C3=CC=C(C=C3)C#N
C1C(COC2=CC=CC=C21)C3=CC=C(C=C3)Cl
C1=CC=C2C(=C1)N=C(S2)COC3=CC=C(C=C3)F
C1=CC=C(C(=C1)COC2=CC3=C(C=C2)C=CC(=O)O3)F
C1CCC(CC1)C2CC3=CC=CC=C3O2
C1C(OC2=CC=CC=C2O1)(C3=CC4=CC=CC=C4C=N3)O
C1=CC=C(C=C1)OC(=O)C2=NC3=CC=CC=C3C=C2
CCOC1(CCC2=CC=CC=C2O1)C3=CC=CC=C3
CN1C2=CC=CC=C2SC(C1=O)C3=CC=CC=C3
C1[C@@H]([C@@H](OC2=CC=CC=C21)C3=CC=CC=C3)Br
CO[C@H]1CC2=CC=CC=C2O[C@H]1C3=CC=CC=C3
COC1(C=CC2(CCCCC2)OO1)C3=CC=C(C=C3)Cl
COC1(C=CC2(CCCCC2)OO1)C3=CC=C(C=C3)F
CC1=CC=C(C=C1)C2C(=C)C(=O)C3=CC=CC=C3O2
C=C1C(OC2=CC=CC=C2C1=O)C3=C(C=C(C=C3)Cl)Cl
C1CCC(CC1)SC2=NC3=CC=CC=C3S2
CC1=C(OC2=C1C=CC(=C2)F)C(C3CCCCC3)O
CC1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3S2)C
CC1=CC=C(C=C1)[C@H]2CC(=O)C3=CC=CC=C3O2
CC1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3
C1CCC(CC1)[C@H]2CC(=O)C3=CC=CC=C3O2
C1CC2=C(C=CC(=C2)C#N)OC1C3=CC=C(C=C3)Cl
C1[C@@H](OC2=CC=CC=C2C1=O)C3=CC=CC=C3Cl
C1=CC=C2C(=C1)C=CC=C2C(C3=CC=C(C=C3)F)O
COC1(C=CC2(CCCCCC2)OO1)C3=CC=C(C=C3)F
C1C(=NC2=CC=CC=C2S1)SCC3=CC=CC=C3
COC1(C=CC2(CCCCCC2)OO1)C3=CC=CC=C3
CC1=CC2=C(C=C1)OC(C=C2)C3=CC=CC=C3
C=C1C(OC2=CC=CC=C2C1=O)C3=CC(=CC=C3)Cl
C=C1C(OC2=CC=CC=C2C1=O)C3=CC=C(C=C3)Cl
COC1=CC=CC(=C1)C2CCC3=CC=CC=C3O2
C[C@@H]([C@@H](C1=CC=CC=C1)O)SC2=CC=C(C=C2)Cl
C1C(OC2=C(C1=O)C=CC(=C2)F)C3=CC=C(C=C3)F
C1C(C(OC2=CC=CC=C21)(C3=CC=CC=C3)Cl)Cl
CC1=CC=CC=C1[C@H]2CC(=O)C3=CC=CC=C3O2
C1CC2=C(C=CC(=C2)C#N)OC1C3=CC=CC=C3
C1C(COC2=C1C=C(C=C2)Cl)C3=CC=C(C=C3)Cl
C1=CC=C2C(=C1)C=CC=C2C(C3=CC=C(C=C3)Cl)O
CC1=CC2=C(C=C1)C(=O)CC(O2)C3=CC=CS3
C1CC2=C(C=C(C=C2)Cl)OC1C3=CC=CC=C3
C1C(OC2=CC=CC=C2C1=O)C3=C(C=CC=C3Cl)F
C1C2CC3=CC=CC=C3OC2C4=CC=CC=C41
C1CC2=C(C=CC(=C2Cl)OCC3=CC=CC=C3)C(=O)C1
COC1=CC2=C(C=C1)OC(C=C2)C3=CC=CC=C3
C1C(OC2=CC=CC=C2C1=O)C3=CC=CS3
CC1=CC2=CC=CC=C2OC1C3=CC=CC=C3
CC1=C(C2=C(CCC(O2)(C3=CC=CC=C3)OC)C(=C1O)C)C
C[C@@H]1[C@@H](OC2=CC=CC=C12)C3=CC=CC=C3
CC1=CC(=CC=C1)[C@H]2CC(=O)C3=CC=CC=C3O2
C1=CC=C(C=C1)C(=O)C2C=CC3=CC=CC=C23
CCCN1C=C(N=N1)COC2=CC3=CC=CC=C3C=C2
CCN1C=C(N=N1)COC2=CC3=C(C=C2)C=C(C=C3)Br
C1CCC2C(C1)CCC(O2)C3=CC=CS3
C\1C2=C(C(=CC(=C2)Cl)Cl)OC(/C1=N/O)C3=CC=C(C=C3)F
C1=CC=C(C=C1)COC2=CC3=C(C=CC(=C3)C=O)C=C2
C1=CC=C2C(=C1)C(=O)C3C(O3)(O2)C4=CC(=CC=C4)Cl
C1=CC=C2C(=C1)C(=O)C3C(O3)(O2)C4=CC=C(C=C4)Cl
CC12C3=CC=CC=C3C(C1(C)O)(C4=CC=CC=C24)C
C1=CC=C(C=C1)C2C(C(=O)C3=CC=CC=C3O2)CCl
CC1=NC2=CC=CC=C2C(=O)N1/N=C\C3=CC=CC=C3Cl
CC1=NC2=CC=CC=C2C(=O)N1/N=C\C3=CC=C(C=C3)F
CN(CC1=CC=C(C=C1)Cl)S(=O)(=O)C2=CC=CC=C2
CC1(CC2=CC=CC=C2O1)C3=CC=CC=C3
C1CC2=C(C=C(C=C2)OCC3=CC=C(C=C3)F)C(=O)C1
CCOC1(C(C2=CC=CC=C21)C)C3=CC=CC=C3
CC1=CC(=O)OC2=C1C=CC(=C2C)OCC3=CC=C(C=C3)F
CC1CCC2C(C1)OC(CC2=C)C3=CC=CC=C3
CC1=CC2=NC(=C(N=C2C=C1)OCC3=CC=CC=C3)C
CC1=C(C=CC2=CC=CC=C12)OCC3=CC=CC=C3
C1CC2C(C1)C3CC2CC3(C4=CC=CC=C4)O
C1=CC=C2C(=C1)N=CC(=N2)COC3=CC=C(C=C3)Cl
CN(CC1=CC=C(C=C1)F)S(=O)(=O)C2=CC=CS2
C1=CC=C2C(=C1)C=CC(=N2)C(=O)OC3=CC=C(C=C3)Cl
CC1=NN(C(=C1CN(C)S(=O)(=O)C2=CC=C(C=C2)F)Cl)C
C1CC=C(C1)C(C2=CC=CC3=CC=CC=C32)O
C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Br)O
CO/N=C/1\CC(OC2=CC=CC=C12)C3=CC=CC=C3
CC1=CC=C(C=C1)C(CC2=CC=C(C=C2)Cl)O
CCC1=CC2=CC=CC=C2OC1(C3=CC=C(C=C3)O)OC
CC1=C(C=C(C=C1)OC(=O)C2=NC3=CC=CC=C3C=C2)C
C1C(C2=CC=CC=C2CC1=O)CC3=CC=CC=C3
C1C(OC2=C(C1=O)C=C(C=C2)F)C3=CC=C(C=C3)F
CC1=CC(=C(C=C1)C)OC(=O)C2=NC3=CC=CC=C3C=C2
CC1C(N1S(=O)(=O)C2=CC=CC=C2)C3=CC=CC=C3
CC1(CCC1)SC2=NC3=CC=CC=C3S2
C1CC(=S)NC2=C1C=C(C=C2)OCC3=CC=CC=C3
COC1=CC2=C(C=C1)OC(C2)SC3=CC=CC=C3
C1C2=CC=CC=C2OC(C(=S)N1)C3=CC=CC=C3
C[C@@H]1CC[C@@H]2[C@@H](C1)O[C@H](CC2=C)C3=CC=CS3
COC1CC2=CC=CC=C2C1C3=CC=CC=C3
C1[C@@H](OC2=C(C1=O)C=CC=C2Cl)C3=CC=CC=C3
CON=C1CC(OC2=CC=CC=C12)C3=CC=CC=C3
C1CCC2CC(CCC2C1)(C#CC(F)(F)F)O
C1=CC=C2C(=C1)C(OC2=O)C(C3=C(C=C(C=C3)Cl)Cl)O
CC1=NC2=CC=CC=C2C(=O)N1/N=C\C3=C(C=C(C=C3)Cl)Cl
CC1=C(SC2=C1C(=O)N(C=N2)/N=C\C3=CC=CC=C3)C
CC1=NC2=CC=CC=C2C(=O)N1/N=C\C3=CC=CC=C3F
CC1=NC2=CC=CC=C2C(=O)N1/N=C\C3=C(C=CC=C3Cl)Cl
C1[C@@H](OC2=C(C1=O)C=C(C=C2)Cl)C3=CC=CC=C3
COC1=CC2=C(C=C1)OC(C2)CC3=CC=CC=C3
C1C(OC2=CC=CC=C2S1)C3=CC=CC=C3
CC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=C(C=C3)Cl)C
C1C(OC2=CC=CC=C21)CC3=CC=C(C=C3)Cl
CC1=CC2=C(C=C1)OC(C(C2=O)(F)F)(C3=CC=CC=C3)F
COC1(CC2=CC=CC=C2CO1)C3=CC=CC=C3
COC1(CC2=CC=CC=C2C(=O)OO1)C3=CC=CC=C3
CC1C(OC2=CC=CC=C2O1)(C3=CC=C(C=C3)CC(C)C)O
CC1(C(OC2=CC=CC=C2O1)(C3=CC=CC=C3)OC)C
CCOC1(C(OC2=CC=CC=C2O1)C)C3=CC=CC=C3
C=C1CCCC12OC(OO2)(C3=CC=CC=C3)C(F)(F)F
CCOC1(C(OC2=CC=CC=C2O1)(C)C)C3=CC=CC=C3
CC1C(OC2=CC=CC=C2O1)(C3=CC=CC=C3)OC
COC1CC(OC2=CC=CC=C12)(C3=CC=C(C=C3)Br)OC
COC1CC(OC2=C1C=C(C=C2)Cl)(C3=CC=CC=C3)OC
CC1=CC=CC=C1C2CCC3=C(O2)C=C(C(=C3)C)C
C[C@H]1[C@@H](OC2=C1C(=O)CC(C2)C)SC3=CC=CC=C3
CC1=CC=C(C=C1)C2(CC(C3=C(O2)C=CC(=C3)Cl)OC)OC
C1C(COC2=CC=CC=C21)C3=CC=CS3
CC1=CC(=CC=C1)C2CCC3=C(O2)C=C(C(=C3)C)C
CC[C@H]1C[C@@H](OC2=CC=CC=C12)C3=CC=CC=C3
C1=CC=C(C=C1)[C@]2([C@@H](C(=O)C3=C(O2)C=CC(=C3)Cl)F)F
CC1=CC2=C(C=C1C)OC(CC2)C3=CC=CC=C3
CC1CC(OC2=C1C=C(C=C2)C)C3=CC=CC=C3
CC(C1=NC2=CC=CC=C2S1)(C(=C=C)C3=CC=CC=C3)O
CC[C@@H]1C[C@@H](OC2=CC=CC=C12)C3=CC=CC=C3
CC1=CC=C(C=C1)C2CCC3=C(O2)C=C(C(=C3)C)C
C1=CC=C(C=C1)C2(C(C(=O)C3=C(O2)C=CC(=C3)Cl)(F)F)F
COC1(N=NC2(O1)CCCCC2)C3=CC=CC=C3
CC1=CC=C(C=C1)C2(CC(C3=CC=CC=C3O2)OC)OC
C1CC2=C(C=CC(=C2)I)OC1C3=CC=CC=C3
CC1=CC2=CC=CC=C2OC(C1)CC(=O)C3=CC=CC=C3
C1=CC(=CC(=C1)Cl)[C@@H](C(=O)C2=CC(=CC=C2)Cl)O
COC1=CC=C(C=C1)C2CC3CCCCC3O2
C1CCC(=CC1)C(C(S(=O)C2=CC=CC=C2)Cl)O
CC1=CP(=O)(CC2=CC=CC=C12)C3=CC=CC=C3
CC1=CC=C(C=C1)C(C2(CC2)SC3=CC=CC=C3)O
COC1CC(OC2=CC=CC=C12)(C3=CC=CS3)OC
CC[C@H]1[C@@H](OC2=CC=CC=C12)CC3=CC=CC=C3
C1=CC=C2C(=C1)C3C(O2)C(=O)C4=CC=CC=C4S3
CC1=C(C2=C(C=CC=C2C1)C)C(C3=CC=CC=C3)O
C[C@@]1([C@H](C=CC2=CC=CC=C21)C3=CC=CC=C3)CO
CC(C1=CC=CC=C1)N(C#C)S(=O)(=O)C2=CC=CC=C2
C1=CC=C(C=C1)CCC(C2=CC=C(S2)Br)O
COC1=CC2=CC=CC=C2OC1(C3=CC=CC=C3)OC
CC1=CC=C(C=C1)S(=O)(=O)N2[C@@H](O2)C3=CC=CC=C3
CC1=CC=C(C=C1)S(=O)(=O)N(C)C2CCCC=C2
COC1=CC=CC2=C1OC(CC2)C3=CC=CC=C3
CC1=CC=C(C=C1)S2(=NC3=CC=CC=C3C(=C2)C)=O
CC1=CC2=C(C=C1)OC(C=C2)C3=CC=C(C=C3)OC
CC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=CC(=C3)C
C1C=CC2C1C3CC2C(=C3)C(C4=CC=CC=C4)O
CCC1CC(OC2=CC=CC=C12)C3=CC=CC=C3
C1=CC=C(C=C1)CC2C=CC3=CC=CC=C3O2
COC(=C)C(CC1CCCCC1)(C2=CC=CC=C2)O
CC1=CC2=C(C=C1)OC(C(C2=O)F)(C3=CC=CC=C3)F
C1=CC=C(C=C1)C2(C(C(=O)C3=C(O2)C=CC(=C3)Cl)F)F
C[C@H]1[C@@H](CC2=CC=CC=C12)C(=O)C3=CC=CC=C3
C=C1C(OC2=CC=CC=C2O1)C3=CC=CC=C3
CC1=CC=C(C=C1)N(C2C3=CC=CC=C3OC2=N)Br
C1=CC=C2C(=C1)C(C(=N)O2)N(C3=CC=C(C=C3)Cl)Br
CCOC(=O)C1(C(=C)C2=CC=CC=C2O1)C3=CC=CC=C3
CC(C1OCCCS1)(C2=CC3=CC=CC=C3C=C2)O
CC(C1=NC2=CC=CC=C2S1)OC3=CC=CC=C3
C1CC2C3C1C23C(C4=CC=CC5=CC=CC=C54)O
CC1(C2=CC=CC=C2C3CC3C1(C4=CC=CC=C4)O)C
C1=CC=C(C=C1)[C@@H](C2SC3=CC=CC=C3S2)O
COC1=CC=CC=C1CC2CC3=CC=CC=C3O2
C1=CC=C2C(=C1)C=CC=C2[C@@H](C3=CC=C(C=C3)Cl)O
CCOC(=O)C1(C2=CC=CC=C2N=N1)C3=CC=CC=C3
C[S+]1CC(C(=O)C2=CC=CC=C21)C(C3=CC=C(C=C3)Cl)O
CC1=CC2=C(C=C1)O[C@H](CC2=O)C3=CC=CC=C3
C1=CC(=CC=C1[C@@H]([C@H](C2=CC=C(C=C2)F)Cl)O)F
CC1(COC2=CC=CC=C2O1)C3=CC=CC=C3
COC(C1=CC=CC=C1)OC2=CC=C(C=C2)Br
C1CC2(C3=CC=CC=C3CO2)OC4=CC=CC=C41
C[C@H]1[C@@H](OC2=CC=CC=C2O1)C3=CC=CC=C3
CC1=CC=C(C=C1)SCC2CCC3=CC=CC=C3O2
COC1=C(C(=C2CCC(OC2=C1)(C3=CC=CC=C3)OC)OC)OC
C1CC(C(=O)C2=C1C=CC(=C2)Br)(C3=CC=CC=C3)O
CC1(CC2=C(O1)C=CC(=C2)OC)C3=CC=CC=C3
C1C(OC2=C(C1=O)C=CC(=C2)Cl)C3=CC=C(C=C3)Cl
C=CC(C1CCCCC1)C(C2=CC=CC=C2)O
CC1(C2=CC=CC=C2N(C1=O)C)CC3=CC=CC=C3Cl
CC1(C2CC1C3(CC(C3C2)(C4=CC=CC=C4)O)C)C
C1CCC2(CC1)OC(OO2)(C3=CC=CC=C3)C(F)(F)F
CC1=CC=C(C=C1)CC2CC3=CC=CC=C3O2
CC1=CC(OC2=CC=CC=C12)OCC3=CC=CC=C3
CC1=CC2=C(C=C1)OC(C2)CC3=CC=CC=C3
CC1=CC(=C2C(=C1)CC(O2)CC3=CC=CC=C3)C
CC1=CC(=NC2=CC=CC=C12)CC3CCCC3
COC1=C(C=CC2=C1OC(=O)C=C2)OCC3=CC=CC=C3
C1CCC2C(C1)N(C(=O)O2)SCC3=CC=CC=C3
C1=CC=C2C(=C1)N=C(S2)S(=O)(=O)C(C3=CC=CS3)F
CC1=CC=C(C=C1)C(C#N)C(=N)C2=CC=C(C=C2)C
CC1=CC=C(C=C1)S(=O)(=O)/C=C\C2CCCCC2
C1=CC=C2C(=C1)C=CC=C2[C@@H](C3=CC=CS3)O
COC(=O)[C@H]1CC2=CC=CC=C2O[C@H]1C3=CC=CC=C3
C1C[C@@H]2[C@H](C1)C3=CC=CC=C3O[C@H]2C4=CC=CC=C4
C[C@H]1C=CC2=CC=CC=C2[C@]1(CO)C3=CC=CC=C3
C[C@H]1C[C@@H](OC2=CC=CC=C12)C3=CC=CC=C3
C[C@@H]1C[C@@H](OC2=CC=CC=C12)C3=CC=CC=C3
CC1C(OC2=CC=CC=C2O1)(C3=CC=C(C=C3)OC)OC
CC1C(OC2=CC=CC=C2O1)(C3=CC(=CC=C3)OC)OC
CC1C(OC2=CC=CC=C2O1)(C3=CC=C(C=C3)Br)OC
C[C@@]12CC[C@@H](C1(C)C)[C@@H]3[C@H]2O[C@H](C3)C(C4=CC=CC=C4)O
C[C@@]12CC[C@@H](C1(C)C)[C@@H]3[C@H]2O[C@H](C3)C(C)(C4=CC=CC=C4)O
C1=CC=C(C=C1)/C=N\NC2=CC3=CC=CC=CC3=N2
C[C@@]12CC[C@@H](C1(C)C)[C@@H]3[C@H]2O[C@H](C3)[C@H](C4=CC=CC=C4)O
