COC1=CC2=C(C=C1)C=C(C=C2)Br
COC1=CC2=C(C=C(C=C2C=C1)Br)F
CSP1(=S)OC2=CC=CC=C2O1
C[C@@]12CCCC[C@H]1CCC2
CSP1(=S)OC2=CC=CC=C2S1
CC1=C(NC2=C1C=C(C=C2Cl)Cl)C
C1=C2C(=C(C(=C1Cl)Br)Br)NC(=O)O2
C1=CC(=O)NC2=C1C(=CC(=C2)I)I
COC1=CC2=C(S1)C=C(S2)OC
C1C(C(C2=C1C=C(C=C2)Cl)Cl)Cl
CC1=C(NC2=C(C=CC(=C12)Cl)Cl)C
CC12CCCCC1CCC2
C1=CC(=O)NC2=C1C(=CC(=C2)Br)Br
C1=C(C=C(C2=C1C(=C(N2)O)N=O)Cl)Cl
C1=C2C(=C(C(=C1Cl)Cl)Br)NC(=O)O2
C1=CC2=C(C(=C1)Br)SN(N2)Br
CC1=C(C(=C2C(=C1C)NC(=S)N2)C)C
CC1=CC2=C(C=C1Cl)NC(=O)C2SC
CC1=C2C=CC=CC2=C(S1)C
C1=CC=C2C(=C1)NC(=S)S2(=S)=S
CC1C=C(C2=C1C=CC(=C2)OC)C
CC1(CC2=C(C1)C=C(C=C2)OC)C
CCN1C2=CC(=C(C=C2NC1=O)Br)Br
CC1=C(C2=C(C=C1)C=CC(=C2)OC)C
C1=CC(=C(C2=C1NC(=O)C(=O)N2)Cl)Cl
C1=CC2=C(C=C1Cl)C=C(S2)CCl
CC1CCC2=C(C1C)C=C(C=C2)OC
CC1=C2C=C(SC2=C(C=C1)C)C
CC1=CSC2=C1C=CC(=C2)OC
CC1=CC(=C2C(=C(NC2=C1)C)C)C
C=COC1CCC2CCCCC2C1
C1=C2C(=C(C(=C1Cl)Cl)Cl)NC(=O)N2
COC1=CC2=C(C=C1)C(=C(C(=C2F)F)F)F
C=C1C2=C(C=C(C=C2)Cl)NC1=O
C1OCSC2=C(S1)SC(=S)S2
CC1=CC2=C(C=C(C=C2)OC)C(=C1)Cl
CC1=C(SC2=C1C=CC(=C2)OC)C
CC1=CC(=C(C2=CC=CC=C12)C)OC
CC1(C2=C(C=CC(=C2)Cl)NC1=S)Cl
C1CC2CC3CC3C2C1
C=C1C2=C(C=CC(=C2)Cl)NC1=O
C1=CC2=C(C(=C1)Cl)C(=C(N2)Cl)Cl
CC1=CC2=C(C=C1)C(=C(C=C2)OC)Br
CC1=C2C=CC=C3C2=C(C=C1)NC3=O
CC1=C(SC2=C1C=C(C=C2)OC)C
CC1=CC2=C(C=C1)NC(=C2)C(=C)C
C1=CC=C2C=C(C=CC2=C1)OCF
CC(=C)C1=CC2=C(N1)C=CC(=C2)Cl
CC1=CNC2=C1C=C(C=C2Cl)Cl
C1=C(C=C(C2=C1N=C(C(=O)N2)N)Cl)Cl
C1=CC(=C2C(=C1C#N)NC(=O)C2=O)Cl
C1=CC(=C2C(=C1Cl)C(=CC(=O)N2)O)Cl
CC1C(SC2=C(S1)SC(=S)S2)C
C1=CC2=CC2=C3C1=CC(=O)C=C3
C1=C(C=C(C2=C1SC(=S)N2)Cl)F
C=C1C2=C(C=CC(=C2)Cl)NC(=O)S1
COC1=C(C2=C(C=C1)SC=C2)Cl
C=C1C[C@@H]2CCCC[C@H]2C1
C1=CC(=C2C=C(NC2=C1F)I)Cl
C1=C(C=C(C2=C1NC(=N2)CCl)Cl)I
CCOC1=C(C2=C(S1)C(=CC=C2)S)F
COC1=C(C2=CC=CC(=C2S1)C#N)Cl
C1=CC2=C(C=C1Cl)NC(=O)C(=N2)Cl
C1=CC2=C(C=C1Cl)C=C(C(=O)N2)Cl
C1=C(C=C(C2=C1NC(=O)C2=O)I)I
C1C[C@H]2C[C@@H]1C3C2C=CC3
[2H]C1=CC=C2C=C(C=CC2=C1)OC
C12=C(SC(=S)S1)SSS2
C1=C(SC2=C1SC(=S)S2)Cl
CN1C2=C(C=C(C=C2Br)Cl)C(=O)C1=O
CN1C2=C(C=C(C=C2Cl)Br)C(=O)C1=O
C12=C(SC(=S)S1)SSC2=S
CC1C(C2=C(C1C)C=C(C=C2)C)C
COC1SC2=C(S1)SC(=S)S2
CC1=C(SC2=C1SC(=S)S2)C
C1=C2C(=NC(=C1Cl)Cl)N(C(=O)N2Br)Br
C1=C(C=C(C2=C1C(C(=O)N2)(F)F)Br)Br
C1CC[C@H]2[C@@H](C1)SC(=S)S2
C1CC[C@H]2[C@H](C1)SC(=S)S2
C1=C2C(=C(C(=C1Br)Cl)Cl)NC(=O)O2
C/C=C\1/C2=CC=CC=C2OC1=S
CC1C2=C(CC1(C)C)C=C(C=C2)OC
C=C1[C@@H]2CCCC[C@H]2C(=C)S1
CC1CSC2=C(S1)SC(=S)S2
CC1=CSC2=C1SC(=C2C)OC
C1=CC2=C(C=C1Cl)C(=C(N2)C=O)Cl
CC1=CCCC2=C1C=C(C(=C2)C)OC
COC1SC2=C(S1)SC(=O)S2
[2H]C1=CC(=CC2=C1C=CC(=C2)OC)I
CC1CC=CC2=C1C=C(C(=C2)C)OC
C1CC2[C@@H]3C[C@H](C2C1)C=C3
CC1=C(SC2=C1C=CC(=C2Br)OC)C
CC1=C(C2=C(C1)C=C(C=C2)OC)Br
C1=CC=C2C(=C1)C=C3C2=C(C3=O)Cl
C1=CC2=C(C=C1Cl)C=C(C(=O)O2)Cl
C1=CC2=C(C(=C1)Cl)NC(=C2Cl)Cl
CS1(CC2CCCCC2C1)I
C1CC2=C(C1)C3CCC2C3
C[C@@H]1[C@H](SC2=C(S1)SC(=S)S2)C
CC1=CSC2=C(S1)SC(=S)S2
C1C(C(=O)NC2=CC(=C(C=C21)Cl)Cl)Cl
CC1=CC2=CC(=C(C=C2NC1=O)Cl)Cl
CC1SC2=C(S1)SC(=S)S2
C1=CC=C2C(=C(C(=S)O2)C#N)C=C1
CC(=C)C1=NC2=CC(=C(C=C2N1)Cl)Cl
C=C1CC2CCCCC2C1
C1=C(C=C(C2=C1SS(=O)N2)Cl)Cl
C1=CC(=C2C(=C1Cl)C(=C(N2)Cl)Cl)Cl
C[C@@H]1CCCC2=C1C=C(C(=C2)C)OC
C[C@@H]1CC=CC2=C1C=C(C(=C2)C)OC
C[C@H]1CCCC2=C1C=C(C(=C2)C)OC
C[C@H]1CC=CC2=C1C=C(C(=C2)C)OC
C#COC1=CC2=CC=CC=C2C=C1
C1=CSC2=C1SSS2
CC1=CC(=C)C2=CC=CC=C12
C1CCC23CCC2CC3C1
COC1=CC2=C(C=CCC=C2)C=C1
C1C2=C(CSS1)SC(=S)S2
C1=CC=C2C(=C1)SC(=NN=O)S2
C1C[C@@H]2C[C@H]1C3C2C=CC3
C12=C(SC(=S)S1)SS2
C1=C(C=C(C2=C1NC(=O)C(=N2)N)Cl)Cl
[2H]C1=CC(=CC2=C1C=C(C=C2)OC)I
C=C1C[C@H]2CCCC[C@@H]2C1
CC1=C2C=CC(=CC2=C(C=C1)F)OC
C=C1[C@H]2CCCC[C@@H]2C(=C)S1
CC1C(=C(C2=C1C=C(C=C2)Cl)C)C
CC1C(=C(C2=C1C=C(C=C2)C)C)C
CC1C(=C(C2=C1C=C(C=C2)OC)C)C
CC1=C(C2=C(C1=C)C=C(C=C2)OC)C
CC1=CC2=C(C=C1)C(=C(C2=C)C)C
C1=C2C(=CC1=O)C(=C(C(=C2Cl)Cl)Cl)Cl
C[C@H]1[C@@H](C2=C1CCCCC2)C
C1=C2C(=C(N=C1Cl)Cl)NC(=C2Cl)Cl
C1=CC2=C(C=C1Cl)C(C(=O)N2Cl)(Cl)Cl
CC1=C2C=C(C(=CC2=CC=C1)C)OC
CCN1C2=C(SC1=S)SC(=O)S2
COC1=CC2=C(C=C1)[Si](CC2)(C)C
C1=CC2=C3C(=C1C=C2)C=CS3
C1=CC2=C(C=C1Br)C(C(=O)N2)(Cl)Cl
C1=C2C(=C(C(=C1Br)Cl)Cl)NC(=O)N2
C1=C2C(=C(C(=C1I)Cl)Cl)NC(=O)N2
CC1C2=C(C=CC(=C2)Cl)N(C1=S)C
C1=CC2=C(NC(=O)C=C2C=C1Cl)Cl
CC1=CSC2=C1SC(=S)S2
[2H]C1=CC(=CC2=C1C=C(C(=C2)OC)C)C
CC1CCCC2=CC(=CCC12C)OC
COC1=CC2=C(C=C1)C=C(C=C2)CF
COC1=CC2=C(C=C1)C(=C)C(CC2)(F)F
C1C2=C1SC3=C2C(=S)NC(=S)N3
C[C@H]1[C@@H](SC2=C(S1)SC(=S)S2)C
CC1=CC2CCCC[C@H]2C1
CCOC1=CC2=C(C=C1)C=C(C=C2)Br
COC(=O)C1=CC2=CC(=C(C=C2N1)Cl)F
COC1=C(C2=C(C=C1)C=C(C=C2)Br)CCl
COC(=O)C1=CC2=C(N1)C=C(C=C2)Cl
COC1=C(C2=C(C=C1)C(=CC(=N2)Cl)Cl)Cl
COC(=O)C1=CC2=C(N1)C=CC(=C2)Cl
COC1=CC2=C(C=CC(=C2)CBr)C=C1
C1=CC2=C(C=C1Cl)NC(=N2)C(Cl)(Cl)Cl
COC(=O)C1=CC2=C(N1)C=CC(=C2Cl)Cl
CCOC1=CC2=C(C=C1)C=C(C=C2)C
C1=CC2=C(C=C1Cl)NC(=O)C(=C2)C=O
CC1=C(C=CC2=C1N=C(C=C2Cl)Cl)OC
CC1=C2C=C(NC2=C(C=C1)C)C(=O)OC
COC(=O)C1=CC2=CC(=CC(=C2N1)F)Cl
CCOC1=CC2=CC=CC=C2C(=C1)C
COC1=C(C2=CC=CC=C2C=C1)C(=O)Cl
CC(C)N1C2=C(C=C(C=C2)Cl)NC1=S
COC1=CC2=C(C=C1)C=C(C=C2)CCl
C1=CC2=C(C=CC3=C2C(=C1)C(=O)N3)Br
COC1=CC2=C(C=C1)NC(=C2)C(=O)Cl
C1=CC=C2C=C(C=CC2=C1)OCCF
CCOC1=CC2=C(C=C1)C=CC(=C2)Br
C1=CC=C2C=C(C=CC2=C1)OCCCl
CCCN1C2=C(C=C(C=C2)Cl)NC1=S
C1=CC2=C(C=CC3=C2C(=C1)C(=O)N3)I
C1=CC2=C3C(=C1)C(C(=O)C3=CC=C2)Cl
COC1=CC2=C(C=C1)C(=C(C=C2)OC)Cl
C1=C2C(=C(C(=C1Cl)Cl)Cl)N=C(N2)C(F)(F)F
COC1=CC2=C(C=C1)OC(=C2)CCl
CC1=CC(=CC2=C1C=C(N2)C(=O)OC)Cl
C1=C(C2=C(C(=C1Cl)Cl)NC(=N2)C(F)(F)F)Cl
CN1C2=C3C(=C(C=C2)Cl)C=CC=C3C1=O
CCC1=CC2=C(C=C1)NC(=C2)C(=O)Cl
COC1=C(C2=C(C=C1)C=C(C=C2)CCl)Cl
CC1=CC(=CC2=CC=CC=C12)OC(F)F
CC1(C2=C(C(=CC(=C2)Cl)Cl)NC(=O)O1)C
CC(=C)N1C2=C(C=C(C=C2)Cl)NC1=O
COC1=CC2=C(C=C1)C=C(C=C2)SC
CC1=C(C=C2C(=C1Cl)N=C(N2)C(F)(F)F)Cl
COC1=C(C(=C2C(=C1)C(=O)C(=O)N2)Cl)Cl
C1SCSC2=C(S1)SC(=S)S2
C1=CC2=C(C(=C1)Cl)N=C(N2)C(Cl)(Cl)Cl
C1=C2C(=CC(=C1F)F)C(C(C2(F)F)(F)Cl)(F)F
CN1C2=CC(=C(C=C2NC(=O)C1=O)Cl)Cl
C12=C(C(=C(C(=C1Cl)F)Cl)F)N=C(N2)C(F)(F)F
CCN1C2=C(C=C(C=C2Cl)Cl)C(=O)C1=O
C1CC1C2=NC3=CC(=C(C=C3N2)Cl)Cl
C1=CC2=C3C(=C1)C(=O)NC3=C(C=C2Cl)Cl
COC(=O)C1=NC2=CC(=C(C=C2N1)Cl)Cl
C1=CC=C2C=C(C=CC2=C1)OC(F)(F)F
CCC1C(=O)NC2=C(O1)C(=CC(=C2)Cl)Cl
C1=CC2=C(C=C1Cl)NC(=O)C(=C2)CBr
COC1=CC2=C(C=C1)C=C(O2)C(=O)Cl
CCC1C(=O)NC2=C(S1)C=C(C=C2)Cl
CC1=C(C2=C(C=C1)NC(=N2)C(Cl)(Cl)Cl)C
C1C(=O)CSC2=C(S1)SC(=S)S2
COC1=C(C2=CC=CC=C2C=C1)C(Cl)Cl
COC1=CC2=C(C=C1)C=C(S2)C#N
CC1=C(C=CC2=C1N=C(N2)C(Cl)(Cl)Cl)Cl
CC1=C(C(=C2C=C(C=CC2=C1C)OC)C)C
C1=CC=C2C(=C1)C(SC2(Cl)Cl)(Cl)Cl
COC1=C(C2=C(C(=C1Cl)Cl)NC(=O)C2=O)Cl
C1=CC2=CC(=CC3=C2C(=C1)C(=O)N3)Cl
CCOC1=C(C2=CCCCC2(CC1)C)C
CCOC1=C(C2=C(C=C1)C=CC(=C2F)F)F
COC1=CC2=C(C=C1)C(=CC=C2)C(=O)Cl
C1=C2C(=CC(=C1Cl)Cl)N(C(=O)C(=O)N2)O
C1C=C(C=C2C1(C(C(C2(F)F)(F)F)(F)F)F)Cl
C1=CC2=C(C=C1Cl)N=C(C(=O)N2)CBr
C1=C(C=C(C2=C1C(=C(N2)Cl)C=O)Cl)Cl
COC1=NC2=CC(=C(C=C2NC1=O)Cl)Cl
CC1=C(SC2=CC=CC=C12)OCC=C
CN1C2=CC=CC3=C2C(=CC=C3)NC1=S
CC1C=C(C2=C(C=CC(=C12)C)C)C
C1=CC(=C(C2=C1NC(=O)C(=N2)CBr)Cl)Cl
CC(OC1=CC2=CC=CC=C2C=C1)Cl
C1=C(C=C(C2=C1NC(=O)C(=N2)NO)Cl)Cl
CC(C)C1=NC2=CC(=C(C=C2N1)Cl)Cl
C1=C2C(=C(C(=C1Cl)Cl)Cl)NC(=O)C(=O)N2O
C1=C(C=C(C2=C1N(C(=O)C(=O)N2)O)Cl)Cl
CC1=C(C=CC2=C1C=CC(=C2)OC)OC
CCOC1=CC2=C(C=C1)C=CC(=S)O2
CON=C1C2=C(C(=C(C=C2)Cl)Cl)NC1=O
CC1=CC2=C(C=C1C)NC(=C2)C(=O)OC
CC1=C2C=C(C=CC2=C(C=C1)OC)OC
C1=CC2=C(C=C1Cl)C(C(C2(F)F)(F)F)(F)F
COC1=C(C(=C2CCCCC2=C1)Cl)Cl
CCOC1=CC2=CC=CC=C2C=C1C
CC(=C)C1=CC2=C(N1)C=CC(=C2)C#N
COC1=CC2=C(C=CC=C2CCCl)C=C1
CCC1=C(C=CC2=C1C=CC(=C2)C)OC
CC12CCCCC1CC=CC2
CC1(C2=C(C(=CC(=C2)Cl)Cl)NC1=O)Cl
COC1=CC2=C(C=C1)NC(=S)C=C2S
C=COC1=CC2=C(C=C1)C=C(C=C2)Br
C1=C(C2=C(C(=C1F)F)C(C(C2(F)F)(F)F)(F)F)F
COC1=C(C2=C(C=C1)C=C(C=C2)CCl)Br
CC1=C(NC2=C1C=CC(=C2)Cl)C(=O)OC
CC1C2=C(CC1(C)C)C=CC(=C2)OC
COC1=C(C2=C(C=CC(=C2C=C1Cl)Cl)Cl)O
CCOC1=C(C2=C(N1)C=CC(=C2)Cl)C#N
COC1=C(C2=CC=CC=C2C=C1)S(=O)Cl
CC1=CC2=C(C=C1)N(S(=O)(=O)C2(Cl)Cl)C
C[C@]12CCCC[C@H]1CC=CC2
CC1=C(C2=C(C1(C)C)C=C(C=C2)OC)Cl
COC1=C(C2=C(C=CC(=C2F)F)C(=C1F)F)F
CC1=CC(=C(C2=CC(=O)OC2=C1C)C)C
COC1=CC(=C(C2=C1NS(=O)S2)Cl)Cl
C=CC=NC1=CC2=CC=CC=C2S1
CC[C@@H]1CCC2=C(C1)C=C(C=C2)OC
CC[C@H]1CCC2=C(C1)C=C(C=C2)OC
C1=CC=C\2C(=C1)C=CC(=O)/C2=C\N=O
CC1CC(C=C2C1=C(C(=O)N2)C#N)(C)C
C(C1=C2C(=C(S1)CCl)SC(=O)S2)Cl
CC(=C)C1C=CC2=C(N1)C=C(C=C2)Cl
[2H]C1(CC[C@@]2(CCCC[C@@H]2C1)C)[2H]
[2H]C1(CC[C@]2(CCCC[C@H]2C1)C)[2H]
COC1=CC2=C(C=C1)C(=CC2)C3CC3
CC1=CC2=C(C(=C1)Cl)NC(=C2)C(=O)OC
C1=CC2=C(C=C(N2)CCCCl)C(=C1)Cl
